step,val-atom-stability,val-molecule-stability,val-uniqueness,val-validity
31500,0.999451816,0.99000001,0.996894419,1
31800,0.999232531,0.986000001,0.998968005,1
32100,0.998684347,0.981999993,0.996894419,1
32400,0.999451816,0.99000001,0.994823992,1
32700,0.999451816,0.990999997,0.995850623,1
33000,0.99862951,0.981999993,0.997912288,1
33300,0.998794019,0.980000019,0.993795216,1
33600,0.998848796,0.981000006,0.995854914,1
33900,0.998465061,0.976000011,0.993749976,1
34200,0.999451816,0.990999997,0.996894419,1
34500,0.999342203,0.987999976,0.994797111,1
34800,0.999068081,0.985000014,0.993730426,1
35100,0.999177694,0.985000014,0.996910393,1
35400,0.999232531,0.986000001,0.995863497,1
35700,0.999122918,0.985000014,0.996881485,1
36000,0.998958468,0.981000006,0.998965859,1
36300,0.999122918,0.986000001,0.995859206,1
36600,0.999287367,0.986999989,0.995914221,1
36900,0.999232531,0.987999976,0.995876312,1
37200,0.999122918,0.984000027,0.995876312,1
37500,0.999342203,0.989000022,0.99794662,1
37800,0.998903632,0.980000019,0.998968005,1
38100,0.99939698,0.99000001,0.995880544,1
38400,0.999287367,0.986999989,0.996932507,1
38700,0.999232531,0.986999989,0.992776036,1
39000,0.99939698,0.989000022,0.996904016,1
39300,0.999068081,0.985000014,0.996910393,1
39600,0.999287367,0.986999989,0.995824635,1
39900,0.999287367,0.987999976,0.998968005,1
40200,0.999287367,0.989000022,0.99281317,1
40500,0.999342203,0.987999976,0.995884776,1
40800,0.999177694,0.986000001,0.995867789,1
41100,0.999506652,0.990999997,0.99484539,1
41400,0.999068081,0.984000027,0.992738605,1
41700,0.999342203,0.987999976,0.995859206,1
42000,0.999451816,0.990999997,0.99484539,1
42300,0.999506652,0.992999971,0.995889008,1
42600,0.999068081,0.984000027,0.994850695,1
42900,0.999287367,0.987999976,0.992723465,1
43200,0.99939698,0.990999997,0.99793601,1
43500,0.999122918,0.984000027,0.997916639,1
43800,0.999561429,0.991999984,0.996916771,1
44100,0.999506652,0.992999971,0.994834721,1
44400,0.999561429,0.991999984,0.996926248,1
44700,0.99939698,0.990999997,0.992798328,1
45000,0.998958468,0.984000027,0.997910142,1
45300,0.999506652,0.990999997,0.996907234,1
45600,0.999232531,0.99000001,0.991778016,1
45900,0.999232531,0.986999989,0.996894419,1
46200,0.999122918,0.986999989,0.995867789,1
46500,0.999451816,0.990999997,0.99486655,1
46800,0.999451816,0.99000001,0.989701331,1
47100,0.998848796,0.981999993,0.991752565,1
47400,0.99939698,0.989000022,0.993775904,1
47700,0.999725878,0.996999979,0.997944474,1
48000,0.998848796,0.981999993,0.99484539,1
48300,0.999068081,0.985000014,0.996916771,1
48600,0.999287367,0.987999976,0.996891201,1
48900,0.999561429,0.991999984,0.996916771,1
49200,0.999287367,0.989000022,0.990712047,1
49500,0.999616265,0.992999971,0.997967482,1
49800,0.99939698,0.990999997,0.997933865,1
50100,0.999451816,0.990999997,0.992827892,1
50400,0.999451816,0.990999997,0.995880544,1
50700,0.999671102,0.994000018,0.995914221,1
51000,0.99939698,0.989000022,0.996913552,1
51300,0.999671102,0.994000018,1,1
51600,0.999616265,0.995000005,0.995884776,1
51900,0.999616265,0.992999971,0.992805779,1
52200,0.999616265,0.992999971,0.993814409,1
52500,0.999287367,0.986999989,0.993775904,1
52800,0.99939698,0.990999997,0.996929348,1
53100,0.998903632,0.981999993,0.994829357,1
53400,0.999013245,0.984000027,0.993795216,1
53700,0.999122918,0.986999989,0.991803288,1
54000,0.999342203,0.989000022,0.99589324,1
54300,0.999451816,0.99000001,0.993852437,1
54600,0.999451816,0.99000001,0.996938765,1
54900,0.999451816,0.990999997,0.997942388,1
55200,0.99939698,0.99000001,0.993814409,1
55500,0.999561429,0.992999971,0.996945024,1
55800,0.999725878,0.995000005,0.998972237,1
56100,0.999561429,0.991999984,0.996916771,1
56400,0.999725878,0.995000005,0.992849827,1
56700,0.999725878,0.995000005,1,1
57000,0.999451816,0.99000001,0.998969078,1
57300,0.999616265,0.992999971,0.992731035,1
57600,0.999287367,0.986999989,0.988671482,1
57900,0.999506652,0.990999997,0.99793601,1
58200,0.999451816,0.99000001,0.993801653,1
58500,0.999671102,0.994000018,0.99794662,1
58800,0.999725878,0.995000005,0.998974383,1
59100,0.999342203,0.989000022,0.996894419,1
59400,0.999232531,0.986000001,0.994871795,1
59700,0.999342203,0.987999976,0.993795216,1
60000,0.999835551,0.996999979,0.997942388,1
60300,0.999506652,0.991999984,0.995897412,1
60600,0.99939698,0.990999997,0.996907234,1
60900,0.999616265,0.992999971,0.992842555,1
61200,0.999451816,0.991999984,0.991878152,1
61500,0.999287367,0.986999989,0.998977482,1
61800,0.999725878,0.995000005,0.99795711,1
62100,0.999506652,0.990999997,0.998978555,1
62400,0.999506652,0.991999984,0.99584198,1
62700,0.999506652,0.991999984,0.994850695,1
63000,0.999725878,0.995000005,0.997950792,1
63300,0.999342203,0.989000022,0.994840026,1
63600,0.999671102,0.994000018,0.998975396,1
63900,0.999287367,0.990999997,0.996913552,1
64200,0.999451816,0.99000001,0.997944474,1
64500,0.999780715,0.995999992,0.996938765,1
64800,0.999177694,0.986000001,0.995863497,1
65100,0.99939698,0.991999984,0.995918393,1
65400,0.999506652,0.990999997,0.997944474,1
65700,0.998903632,0.980000019,0.989680111,1
66000,0.999616265,0.992999971,0.994892776,1
66300,0.999342203,0.989000022,0.996891201,1
66600,0.999725878,0.995000005,0.997948706,1
66900,0.999671102,0.994000018,0.995918393,1
67200,0.999616265,0.992999971,0.994834721,1
67500,0.999561429,0.992999971,0.996926248,1
67800,0.999451816,0.990999997,0.996932507,1
68100,0.999780715,0.995999992,0.995910048,1
68400,0.999451816,0.991999984,0.993858755,1
68700,0.998903632,0.985000014,0.993808031,1
69000,0.999616265,0.992999971,0.995918393,1
69300,0.999561429,0.991999984,0.996926248,1
69600,0.999122918,0.985000014,0.997927487,1
69900,0.999616265,0.992999971,0.995922506,1
70200,0.99939698,0.989000022,0.987730086,1
70500,0.999780715,0.995999992,0.988786936,1
70800,0.999835551,0.996999979,0.998981655,1
71100,0.999616265,0.992999971,0.997963369,1
71400,0.999342203,0.989000022,0.998971164,1
71700,0.99939698,0.990999997,0.994908333,1
72000,0.99939698,0.989000022,0.996926248,1
72300,0.999780715,0.995999992,0.998979568,1
72600,0.999780715,0.996999979,0.998980641,1
72900,0.999122918,0.985000014,0.996929348,1
73200,0.999451816,0.990999997,0.994892776,1
73500,0.99939698,0.99000001,0.991828382,1
73800,0.999506652,0.990999997,0.996929348,1
74100,0.999671102,0.994000018,0.993865013,1
74400,0.999616265,0.992999971,0.996935666,1
74700,0.999506652,0.990999997,0.992798328,1
75000,0.999616265,0.992999971,0.993852437,1
75300,0.999780715,0.995999992,0.996938765,1
75600,0.999561429,0.992999971,0.995876312,1
75900,0.999725878,0.995999992,0.993865013,1
76200,0.999616265,0.992999971,0.995897412,1
76500,0.999451816,0.990999997,0.995889008,1
76800,0.99939698,0.989000022,0.996941924,1
77100,0.999506652,0.992999971,0.996926248,1
77400,0.999451816,0.990999997,0.995872021,1
77700,0.999671102,0.994000018,0.995926678,1
78000,0.999451816,0.99000001,0.995889008,1
78300,0.999561429,0.991999984,0.993852437,1
78600,0.999725878,0.995000005,0.996916771,1
78900,0.999616265,0.992999971,0.996935666,1
79200,0.999616265,0.992999971,0.997952938,1
79500,0.999616265,0.992999971,0.996923089,1
79800,0.999725878,0.995000005,0.997965395,1
80100,0.999671102,0.994000018,0.996929348,1
80400,0.999671102,0.994000018,0.994887531,1
80700,0.999177694,0.986999989,0.996907234,1
81000,0.999835551,0.998000026,0.995901644,1
81300,0.999725878,0.995000005,0.994892776,1
81600,0.999451816,0.990999997,0.99794662,1
81900,0.999671102,0.994000018,0.997967482,1
82200,0.999780715,0.995999992,0.992790937,1
82500,0.999451816,0.991999984,0.994903147,1
82800,0.999561429,0.991999984,0.995910048,1
83100,0.999506652,0.990999997,0.997944474,1
83400,0.999780715,0.996999979,0.995884776,1
83700,0.999780715,0.996999979,0.995934963,1
84000,0.999890387,0.998000026,0.998978555,1
84300,0.999451816,0.99000001,0.998977482,1
84600,0.999616265,0.992999971,0.995901644,1
84900,0.999671102,0.994000018,0.992857158,1
85200,0.999725878,0.995000005,0.99794662,1
85500,0.999671102,0.995000005,0.98879838,1
85800,0.999451816,0.99000001,0.995910048,1
86100,0.999725878,0.995000005,0.995918393,1
86400,0.999890387,0.998000026,0.995922506,1
86700,0.99939698,0.989000022,0.992798328,1
87000,0.999342203,0.99000001,0.997948706,1
87300,0.999671102,0.994000018,0.994897962,1
87600,0.999835551,0.996999979,0.993846178,1
87900,0.999671102,0.994000018,0.99691993,1
88200,0.999780715,0.995999992,0.99387753,1
88500,0.999835551,0.996999979,1,1
88800,0.999506652,0.994000018,0.995922506,1
89100,0.999671102,0.995000005,1,1
89400,0.999506652,0.990999997,0.995930851,1
89700,0.999671102,0.994000018,0.994908333,1
90000,0.999177694,0.99000001,0.987730086,1
90300,0.999725878,0.995000005,0.994908333,1
90600,0.999616265,0.992999971,0.996923089,1
90900,0.99939698,0.99000001,0.995918393,1
91200,0.999725878,0.995000005,0.997965395,1
91500,0.999671102,0.995000005,0.996923089,1
91800,0.999671102,0.994000018,0.996935666,1
92100,0.999945164,0.999000013,0.997969568,1
92400,0.999671102,0.994000018,0.995914221,1
92700,0.999835551,0.996999979,0.993902445,1
93000,0.999835551,0.996999979,0.997963369,1
93300,0.999616265,0.994000018,0.997965395,1
93600,0.999890387,0.998000026,0.9939394,1
93900,0.999780715,0.995999992,0.996960461,1
94200,0.999506652,0.994000018,0.997959197,1
94500,0.999671102,0.995000005,0.993858755,1
94800,0.999561429,0.991999984,0.99795711,1
95100,0.999725878,0.995000005,0.995943189,1
95400,0.999506652,0.990999997,0.998982728,1
95700,0.999780715,0.995999992,0.995922506,1
96000,0.999725878,0.995000005,0.996923089,1
96300,0.999561429,0.992999971,0.995880544,1
96600,0.999671102,0.994000018,0.995910048,1
96900,0.999671102,0.995999992,0.991853356,1
97200,0.999890387,0.998000026,0.996945024,1
97500,0.999780715,0.995999992,0.996935666,1
97800,0.999671102,0.994000018,0.997955024,1
98100,0.999616265,0.992999971,0.994903147,1
98400,0.999945164,0.999000013,0.99292928,1
98700,0.999780715,0.996999979,0.990890682,1
99000,0.999671102,0.995000005,0.992857158,1
99300,0.999890387,0.998000026,0.993890047,1
99600,0.999835551,0.996999979,0.997969568,1
99900,0.999616265,0.992999971,0.996932507,1
100200,0.999616265,0.992999971,0.99487704,1
100500,0.999671102,0.994000018,0.995901644,1
100800,0.999671102,0.994000018,0.994934142,1
101100,0.999671102,0.994000018,0.997967482,1
101400,0.999835551,0.996999979,0.996957421,1
101700,0.999561429,0.991999984,0.994882286,1
102000,0.999890387,0.998000026,0.998988867,1
102300,0.999780715,0.995999992,0.995922506,1
102600,0.999451816,0.99000001,0.995922506,1
102900,0.999561429,0.991999984,0.997952938,1
103200,0.999835551,0.996999979,0.997963369,1
103500,0.999616265,0.994000018,0.991820037,1
103800,0.999616265,0.992999971,0.996941924,1
104100,0.999835551,0.998000026,0.995922506,1
104400,0.999561429,0.991999984,0.992827892,1
104700,0.999725878,0.995000005,0.997948706,1
105000,0.999835551,0.996999979,0.995905817,1
105300,0.999616265,0.992999971,1,1
105600,0.999561429,0.992999971,0.994861245,1
105900,0.999451816,0.992999971,0.995884776,1
106200,0.999506652,0.992999971,0.997952938,1
106500,0.999835551,0.996999979,0.993846178,1
106800,0.999835551,0.996999979,0.996929348,1
107100,0.999671102,0.994000018,0.997965395,1
107400,0.999506652,0.992999971,0.992827892,1
107700,0.999506652,0.992999971,0.994882286,1
108000,0.999780715,0.995999992,0.994882286,1
108300,0.999725878,0.995000005,0.994871795,1
108600,0.999780715,0.995999992,0.995901644,1
108900,0.999780715,0.995999992,0.993846178,1
109200,0.999725878,0.995000005,0.996910393,1
109500,0.999780715,0.995999992,0.991820037,1
109800,0.999725878,0.996999979,0.994897962,1
110100,0.999890387,0.998000026,0.993858755,1
110400,0.999451816,0.992999971,1,1
110700,0.999616265,0.992999971,0.995910048,1
111000,0.999835551,0.996999979,0.996932507,1
111300,0.999561429,0.991999984,0.995910048,1
111600,0.999835551,0.996999979,0.995914221,1
111900,0.999616265,0.992999971,0.992886186,1
112200,0.999780715,0.995999992,0.99797368,1
112500,0.999725878,0.995000005,0.997959197,1
112800,0.999177694,0.986999989,0.996945024,1
113100,0.999671102,0.995000005,0.994892776,1
113400,0.999890387,0.998000026,0.994934142,1
113700,0.999671102,0.995999992,0.994861245,1
114000,0.999835551,0.996999979,0.990862966,1
114300,0.999671102,0.994000018,0.996948123,1
114600,0.999671102,0.995999992,0.994929016,1
114900,0.999780715,0.995999992,0.996945024,1
115200,0.999890387,0.998000026,0.998985827,1
115500,0.999725878,0.995000005,0.996941924,1
115800,0.999835551,0.996999979,0.992878914,1
116100,0.999725878,0.995000005,0.994913518,1
116400,0.999890387,0.999000013,0.995930851,1
116700,0.999725878,0.995000005,0.99286443,1
117000,0.999890387,0.998000026,0.990740716,1
117300,0.999725878,0.995999992,0.995922506,1
117600,0.999945164,0.999000013,0.997971594,1
117900,0.999725878,0.995000005,0.995867789,1
118200,0.999671102,0.995000005,0.993920982,1
118500,0.999342203,0.989000022,0.989816725,1
118800,0.999616265,0.992999971,0.995922506,1
119100,0.999561429,0.992999971,0.994882286,1
119400,0.999561429,0.991999984,0.99492383,1
119700,0.999835551,0.996999979,0.991836727,1
120000,0.999725878,0.995999992,0.995947301,1
120300,0.999835551,0.996999979,0.996957421,1
120600,0.999561429,0.992999971,0.99494952,1
120900,0.999835551,0.996999979,0.991886437,1
121200,0.999780715,0.995999992,0.994929016,1
121500,0.999671102,0.995000005,0.989775062,1
121800,0.999671102,0.995000005,0.996957421,1
122100,0.999780715,0.995999992,0.991869926,1
122400,0.999616265,0.994000018,0.992849827,1
122700,0.99939698,0.990999997,0.996945024,1
123000,0.999616265,0.994000018,0.994934142,1
123300,0.999671102,0.994000018,0.991828382,1
123600,0.999616265,0.992999971,0.994892776,1
123900,0.999835551,0.996999979,0.996935666,1
124200,0.999725878,0.995000005,0.995901644,1
124500,0.999671102,0.994000018,0.996960461,1
124800,0.999890387,0.998000026,0.997967482,1
125100,0.999835551,0.996999979,0.997961283,1
125400,0.999561429,0.991999984,0.997952938,1
125700,0.999506652,0.992999971,0.994897962,1
126000,0.999616265,0.992999971,0.992893398,1
126300,0.999780715,0.995999992,0.987717509,1
126600,1,1,0.993927121,1
126900,0.999616265,0.994000018,0.992914975,1
127200,0.999616265,0.994000018,0.99795711,1
127500,0.999890387,0.998000026,0.995967746,1
127800,0.999671102,0.994000018,0.998984754,1
128100,0.999835551,0.996999979,0.997955024,1
128400,0.999780715,0.995999992,0.995943189,1
128700,0.999451816,0.991999984,0.993890047,1
129000,0.999616265,0.992999971,0.995922506,1
129300,0.999287367,0.991999984,0.995884776,1
129600,0.99939698,0.989000022,0.99691993,1
129900,0.999945164,0.999000013,0.996954322,1
130200,0.999671102,0.994000018,0.995926678,1
130500,0.999561429,0.992999971,0.995922506,1
130800,0.999451816,0.991999984,0.997938156,1
131100,0.999780715,0.995999992,0.995905817,1
131400,0.999616265,0.992999971,0.991811693,1
131700,0.999561429,0.992999971,0.994882286,1
132000,0.999725878,0.995000005,0.995947301,1
132300,0.999506652,0.991999984,0.993827164,1
132600,0.999506652,0.991999984,0.994903147,1
132900,0.99949698,0.989000022,0.994882286,1
133200,0.999780715,0.995999992,0.996929348,1
133500,0.999571102,0.994000018,0.991836727,1
133800,0.999671102,0.995000005,0.994871795,1
134100,0.999890387,0.998000026,0.99696666,1
134400,0.999661429,0.995000005,0.993852437,1
134700,0.999935551,0.996999979,0.995926678,1
135000,0.999980715,0.996999979,0.996957421,1
